ID|CITY|COUN|SUBJ|SEX|AGE|RELI|PRAC|FOCC|MOCC|FIEL|EMOT|WHEN|LONG|INTS|ERGO|TROPHO|TEMPER|EXPRES|MOVE|EXP1|EXP2|EXP10|PARAL|CON|EXPC|PLEA|PLAN|FAIR|CAUS|COPING|MORL|SELF|RELA|VERBAL|NEUTRO|Field1|Field3|Field2|MYKEY|SIT|STATE|
11065|1|1|65|1|21|8|2|4|4|2|3|4|4|3|3|0|0|3|0|0|0|0|2|2|2|3|3|3|2|5|2|2|1|0|0|anger|4|3|0110653|I had a very heavy work load and two colleagues, whom I have á nothing against, disturbed me by \terror ringing\", i.e á|continously interrupting me by telephoning."|1|
11065|1|1|65|1|21|8|2|4|4|2|4|3|4|1|0|0|1|2|0|0|0|0|0|2|3|3|3|2|1|1|1|1|1|0|0|sadness|4|1|0110654|After an exam which I failed.|1|
11065|1|1|65|1|21|8|2|4|4|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0110655|[ Normally I do not feel disgusted.]|1|
11065|1|1|65|1|21|8|2|4|4|2|6|4|2|2|3|1|2|2|0|0|0|0|0|3|1|3|2|1|1|3|2|1|2|1|1|shame|2|2|0110656|When I overtook a car on the mainroad, misjudging the distance of á an oncoming car and this resulted in tooting and flashing from á the other driver (we could have collided), and I had an á acquaintance in the car with me.|1|
11065|1|1|65|1|21|8|2|4|4|2|7|1|4|1|2|0|0|0|0|0|0|0|0|3|1|3|2|2|4|3|3|1|0|0|0|guilt|4|1|0110657|I saw a neighbour, from the same appartment block as me, lying    á on the road.  He could have been injured or ill.  I kept 20 á metres away and did not go to help him.|1|
11066|1|1|66|1|32|8|0|4|6|2|1|1|3|4|2|0|2|1|1|1|0|0|0|1|2|1|1|1|1|4|1|3|3|3|0|joy|3|4|0110661|When I met an old schhol friend (school love) who works in á Sk+vde.|1|
11066|1|1|66|1|32|8|0|4|6|2|2|1|1|3|3|0|0|1|0|0|0|0|1|2|1|3|0|1|3|1|1|0|1|0|0|fear|1|3|0110662|When I was cycling to school, I nearly got knocked down by a car á which (overtook me too closely) did not give me any swerving space.|1|
11066|1|1|66|1|32|8|0|4|6|2|3|3|2|3|2|0|0|2|1|0|0|0|1|1|3|3|3|0|0|5|0|3|1|3|0|anger|2|3|0110663|When I was deputy manager during the Summer, certain deputies á took liberties, more than what was normal.|1|
11066|1|1|66|1|32|8|0|4|6|2|4|3|4|3|0|0|2|0|0|0|0|0|0|2|2|3|3|0|0|5|1|2|2|0|0|sadness|4|3|0110664|When I realized that my girlfriend, whom I like, and I were going á to separate.|1|
11066|1|1|66|1|32|8|0|4|6|2|5|3|2|3|0|0|0|0|0|0|0|1|0|1|3|3|0|1|3|1|0|2|1|0|0|disgust|2|3|0110665|Dog dirt which thaws in the spring.|1|
11066|1|1|66|1|32|8|0|4|6|2|6|4|2|2|0|1|0|1|0|0|0|0|0|1|1|3|0|3|1|5|0|2|1|3|1|shame|2|2|0110666|When I forgot my mother's birthday.|1|
11066|1|1|66|1|32|8|0|4|6|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|guilt|0|0|0110667|[ Can not think of anything just now.]|1|
11067|1|1|67|1|30|1|2|2|6|2|1|3|3|2|0|0|1|1|0|1|0|0|0|1|3|1|1|1|1|4|1|3|0|3|0|joy|3|2|0110671|Passed the last exam.|1|
11067|1|1|67|1|30|1|2|2|6|2|2|3|2|2|1|1|0|1|0|0|0|0|0|1|1|3|2|3|4|1|1|2|1|2|1|fear|2|2|0110672|Was nearly knocked down by a car.|1|
11067|1|1|67|1|30|1|2|2|6|2|3|2|1|2|0|0|0|0|0|0|0|0|0|2|2|2|2|2|1|3|1|2|2|1|0|anger|1|2|0110673|I reached the bus stop and realized that I had forgotten my bus á pass.|1|
11067|1|1|67|1|30|1|2|2|6|2|4|1|3|2|1|0|0|0|0|0|0|1|0|2|3|3|2|2|1|5|1|2|0|0|0|sadness|3|2|0110674|My current work load is too much.  The feeling comes back from á time to time.|1|
11067|1|1|67|1|30|1|2|2|6|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0110675|[ Can not think of any situation.]|1|
11067|1|1|67|1|30|1|2|2|6|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|shame|0|0|0110676|[ No response.]|1|
11067|1|1|67|1|30|1|2|2|6|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|guilt|0|0|0110677|[ No response.]|1|
11070|1|1|70|2|28|1|1|6|6|2|1|1|4|2|1|1|2|1|1|0|1|0|1|1|2|1|0|0|0|4|1|3|3|3|2|joy|4|2|0110701|When my one year old son gives me a spontaneous kiss.|1|
11070|1|1|70|2|28|1|1|6|6|2|2|2|2|3|2|2|1|1|0|0|0|0|0|2|0|3|3|0|1|1|0|2|2|0|2|fear|2|3|0110702|When someone close to me is travelling by car and is delayed.|1|
11070|1|1|70|2|28|1|1|6|6|2|3|2|2|2|2|0|2|4|0|1|1|0|0|2|0|0|3|2|3|5|0|2|2|3|1|anger|2|2|0110703|When someone does something wrong which affects me negatively.|1|
11070|1|1|70|2|28|1|1|6|6|2|4|1|2|2|0|1|1|0|1|0|0|0|0|1|0|0|0|1|0|1|0|2|3|3|1|sadness|2|2|0110704|When I think about my parents getting old.|1|
11070|1|1|70|2|28|1|1|6|6|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0110705|[ Can not remember.]|1|
11070|1|1|70|2|28|1|1|6|6|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|shame|0|0|0110706|[ No response.]|1|
11070|1|1|70|2|28|1|1|6|6|2|7|2|4|3|1|0|0|0|1|0|0|0|0|2|2|3|3|3|2|1|3|1|2|3|0|guilt|4|3|0110707|I do not have the time for other people's problems.  My á mother-in-law is sometimes depressed and I do not have the time, á the desire or the strength to help.|1|
11071|1|1|71|2|34|1|2|5|4|2|1|3|3|3|0|0|1|0|0|0|0|0|1|1|1|1|1|1|2|4|0|3|3|0|0|joy|3|3|0110711|An ex-colleague asked me if I was interested in working in their á accounts bureau.  They needed \clever people\" and he had á|\"immediately thought of me.\""|1|
11071|1|1|71|2|34|1|2|5|4|2|2|3|3|4|2|0|0|1|0|0|0|0|0|1|1|3|0|0|4|2|0|0|0|1|0|fear|3|4|0110712|I was driving and a deer suddenly appeared in front of the á car when there was a lot of traffic behind me.|1|
11071|1|1|71|2|34|1|2|5|4|2|3|1|3|4|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|4|0|2|0|0|1|anger|3|4|0110713|I saw a report on T.V news on apartheid in South Africa. |1|
11071|1|1|71|2|34|1|2|5|4|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|sadness|0|0|0110714|[ No response.]|1|
11071|1|1|71|2|34|1|2|5|4|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0110715|[ No response.]|1|
11071|1|1|71|2|34|1|2|5|4|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|shame|0|0|0110716|[ No response.]|1|
11071|1|1|71|2|34|1|2|5|4|2|7|2|3|2|0|1|0|1|0|0|0|0|0|3|3|0|2|0|4|4|2|1|1|3|1|guilt|3|2|0110717|[ No response.]|1|
11072|1|1|72|1|27|1|2|4|4|2|1|3|4|3|0|0|1|1|0|1|0|0|0|1|2|1|2|0|1|4|1|3|3|1|0|joy|4|3|0110721|When my girlfriend became pregnant.|1|
11072|1|1|72|1|27|1|2|4|4|2|2|4|4|4|2|0|1|0|0|0|0|0|0|2|1|3|2|1|1|1|3|2|2|0|0|fear|4|4|0110722|When I nearly collided with another car.|1|
11072|1|1|72|1|27|1|2|4|4|2|3|2|1|2|1|0|0|0|0|0|0|0|0|1|1|3|3|2|3|1|2|2|1|0|0|anger|1|2|0110723|The time when someone let the air out of the tyres of my cycle.|1|
11072|1|1|72|1|27|1|2|4|4|2|4|1|2|2|0|1|0|0|1|0|0|0|0|2|2|3|3|2|1|1|1|2|2|0|1|sadness|2|2|0110724|When I read a lot and did not remember anything.|1|
11072|1|1|72|1|27|1|2|4|4|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0110725|[ No response.]|1|
11072|1|1|72|1|27|1|2|4|4|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|shame|0|0|0110726|[ No response.]|1|
11072|1|1|72|1|27|1|2|4|4|2|7|2|3|3|0|1|2|1|1|0|1|0|0|2|3|3|1|2|1|4|1|2|2|0|2|guilt|3|3|0110727|The time that I had to put my dog to sleep.|1|
11073|1|1|73|1|25|0|2|0|6|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|joy|0|0|0110731|[ No response.]|1|
11073|1|1|73|1|25|0|2|0|6|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|fear|0|0|0110732|[ No response.]|1|
11073|1|1|73|1|25|0|2|0|6|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|anger|0|0|0110733|[ No response.]|1|
11073|1|1|73|1|25|0|2|0|6|2|4|3|4|3|0|0|0|0|0|0|0|0|0|2|2|3|2|2|2|2|2|3|1|3|0|sadness|4|3|0110734|Long illness.|1|
11024|1|1|24|2|26|1|2|7|6|2|1|3|1|3|0|1|0|2|0|1|1|0|0|1|1|1|1|0|0|1|1|2|2|2|2|joy|1|3|0110241|When I passed an exam.|1|
11024|1|1|24|2|26|1|2|7|6|2|2|1|1|3|1|0|1|0|0|0|0|0|0|2|1|3|2|0|4|4|0|0|0|0|0|fear|1|3|0110242|When I was travelling by tram, I tripped and fell against the á door.  I thought that I was going to fall out.|1|
11024|1|1|24|2|26|1|2|7|6|2|3|3|1|2|0|0|0|2|0|0|0|0|0|1|2|3|3|1|0|4|1|2|2|1|0|anger|1|2|0110243|When I missed the tram after having run for it.|1|
11024|1|1|24|2|26|1|2|7|6|2|4|1|3|3|0|0|0|1|0|0|1|0|0|2|1|2|3|0|3|5|1|1|1|0|1|sadness|3|3|0110244|The inability to read a book at college.|1|
11024|1|1|24|2|26|1|2|7|6|2|5|2|1|2|0|0|0|1|0|0|0|0|0|2|0|3|0|0|3|5|3|2|1|1|0|disgust|1|2|0110245|If a guy one is not interested in makes advances.|1|
11024|1|1|24|2|26|1|2|7|6|2|6|1|3|1|0|0|0|0|0|0|0|0|0|3|0|3|3|0|1|5|2|1|0|0|0|shame|3|1|0110246|I drink wine too often.|1|
11024|1|1|24|2|26|1|2|7|6|2|7|1|4|2|1|0|0|1|0|0|1|0|0|1|1|3|3|2|0|5|0|1|1|0|1|guilt|4|2|0110247|I do not study enough as I do not understand it properly.|1|
11025|1|1|25|2|21|1|2|7|6|2|1|2|2|3|0|0|1|1|0|1|0|0|0|1|1|1|1|1|1|4|1|3|3|3|0|joy|2|3|0110251|I worked at a lawyer's office during Summer and I got a very á good reference from him.|1|
11025|1|1|25|2|21|1|2|7|6|2|2|3|1|1|0|0|0|0|1|0|0|0|0|2|1|3|0|0|1|4|2|1|0|3|0|fear|1|1|0110252|I had been watching a triller a dark night in the country and I á had to go the outside toilet on my own. |1|
11025|1|1|25|2|21|1|2|7|6|2|3|1|2|2|0|1|0|1|0|0|1|0|0|3|2|3|0|3|2|2|1|1|1|0|2|anger|2|2|0110253|When I am accused of something I have not done, I get unbelievably á angry.|1|
11025|1|1|25|2|21|1|2|7|6|2|4|1|3|2|0|1|0|0|0|0|0|0|0|2|2|3|3|1|3|5|1|1|0|3|1|sadness|3|2|0110254|When I began to read a thick book, which I had a limited time to á read.  Also when I have a lot of work to do and I cannot keep up.|1|
11025|1|1|25|2|21|1|2|7|6|2|5|1|1|1|0|0|0|0|0|0|0|0|0|0|1|3|0|2|3|4|3|0|0|0|0|disgust|1|1|0110255|Someone vomited on the street.|1|
11025|1|1|25|2|21|1|2|7|6|2|6|3|1|1|0|0|0|0|0|0|0|0|0|3|3|3|0|1|1|3|2|1|0|0|0|shame|1|1|0110256|I can not think of any incident when I have felt very ashamed.  á There are small incidents that I am ashamed of, for instance, á not sending money to the children in Ethiopia.|1|
11025|1|1|25|2|21|1|2|7|6|2|7|1|3|1|0|1|0|0|1|0|0|0|0|3|1|1|0|3|2|4|1|0|2|3|1|guilt|3|1|0110257|I had lunch with my ex-boyfriend and did not mention it to my á fiancee.  I felt guilty despite the fact that I felt nothing for á my ex-boyfriend.|1|
11026|1|1|26|1|35|1|2|4|6|1|1|3|4|4|0|0|1|1|0|1|0|0|0|1|3|1|1|1|1|5|1|3|3|3|0|joy|4|4|0110261|When I was finally qualified for my profession.|1|
11026|1|1|26|1|35|1|2|4|6|1|2|3|4|4|1|0|0|0|0|0|0|0|0|1|1|3|2|3|3|1|3|2|1|1|0|fear|4|4|0110262|Someone attacked me with a knife.|1|
11026|1|1|26|1|35|1|2|4|6|1|3|4|4|4|1|0|0|1|0|0|0|0|2|2|1|3|2|3|3|1|3|1|1|3|0|anger|4|4|0110263|Someone drove into my car and then denied that it had happened.|1|
11026|1|1|26|1|35|1|2|4|6|1|4|1|2|2|1|0|0|0|1|0|0|0|0|2|1|3|2|1|2|5|0|2|2|0|0|sadness|2|2|0110264|When I was told that my friend's wife had cancer.|1|
11026|1|1|26|1|35|1|2|4|6|1|5|4|3|3|0|0|1|0|0|0|0|0|0|2|1|3|2|1|3|4|1|2|2|0|0|disgust|3|3|0110265|When I saw a dog which had been knocked down by a car.|1|
11026|1|1|26|1|35|1|2|4|6|1|6|4|3|3|0|0|2|1|0|0|0|0|0|0|2|3|3|3|1|1|3|1|1|3|0|shame|3|3|0110266|When I boxed my child's ears.|1|
11026|1|1|26|1|35|1|2|4|6|1|7|4|3|2|0|1|0|0|1|0|0|0|0|2|2|3|2|1|1|1|2|2|2|0|1|guilt|3|2|0110267|When I was fined for speeding.|1|
11027|1|1|27|1|21|1|2|6|6|1|1|3|1|3|2|1|0|1|1|0|0|0|1|0|2|1|1|1|1|5|0|3|0|1|1|joy|1|3|0110271|I stopped working (had a boring job).|1|
11027|1|1|27|1|21|1|2|6|6|1|2|1|1|3|3|0|1|0|0|0|0|0|0|2|2|3|2|1|0|3|2|2|2|1|0|fear|1|3|0110272|I was going home by car late one night when it was cold, dark and á windy.  I became rather panicky on the way to my house.|1|
11027|1|1|27|1|21|1|2|6|6|1|3|3|2|3|2|1|0|2|0|0|0|1|3|2|2|3|2|2|0|5|2|2|1|3|1|anger|2|3|0110273|Quarrel in the family.|1|
11027|1|1|27|1|21|1|2|6|6|1|4|1|3|2|0|0|0|0|0|0|0|0|0|2|2|3|3|1|0|3|3|1|2|1|0|sadness|3|2|0110274|When I am alone in a room with no contact with anyone - á loneliness drains me.|1|
11027|1|1|27|1|21|1|2|6|6|1|5|3|1|2|0|1|0|1|0|1|0|0|1|2|1|3|2|1|0|4|2|2|2|1|1|disgust|1|2|0110275|When I was on holiday someone vomited in front of me.|1|
11027|1|1|27|1|21|1|2|6|6|1|6|3|1|2|2|1|2|1|0|0|0|0|1|2|2|3|2|2|1|5|1|2|2|1|1|shame|1|2|0110276|Emptied a bucket of water in a hospital.|1|
11027|1|1|27|1|21|1|2|6|6|1|7|3|3|2|0|1|0|0|1|0|0|0|0|2|2|3|2|2|1|5|2|2|1|1|1|guilt|3|2|0110277|When I feigned sick leave from work.|1|
11028|1|1|28|1|34|8|2|4|1|1|1|1|3|3|0|0|1|1|0|1|0|0|0|1|2|1|1|1|4|4|1|3|3|2|0|joy|3|3|0110281|When I get a hug from someone I love.|1|
11028|1|1|28|1|34|8|2|4|1|1|2|2|3|3|4|0|1|3|1|0|0|0|1|1|2|3|0|0|3|2|3|3|1|3|0|fear|3|3|0110282|I was driving very fast on a small road and I met an oncoming car á in a right handed bend.  The other driver was on his own side of á the road and I had to skid out of it to avoid a collision.  It á was dark.|1|
11028|1|1|28|1|34|8|2|4|1|1|3|2|4|4|0|0|0|2|0|0|0|0|2|1|1|3|3|3|3|5|3|3|1|3|0|anger|4|4|0110283|My car had been towed away by the traffic police because it had á been wrongly parked.  However the sign had been put up only after á I had already parked.|1|
11028|1|1|28|1|34|8|2|4|1|1|4|4|4|3|0|2|0|0|0|0|0|0|0|1|2|3|3|0|0|5|1|2|2|0|2|sadness|4|3|0110284|After an operation I had to stay in bed for a long time.|1|
11028|1|1|28|1|34|8|2|4|1|1|5|4|3|4|1|1|0|2|1|0|0|0|0|1|1|3|3|3|3|5|3|1|1|0|1|disgust|3|4|0110285|I was forced to stay in the canteen and eat the food that I had á not asked for but got it anyway.|1|
11028|1|1|28|1|34|8|2|4|1|1|6|2|2|2|0|0|0|0|0|0|0|0|0|2|1|3|3|1|0|5|2|2|2|1|0|shame|2|2|0110286|When I did not buy what I had promised to.|1|
11028|1|1|28|1|34|8|2|4|1|1|7|1|1|3|2|1|0|1|0|0|0|0|1|1|1|3|0|1|1|5|2|2|2|2|1|guilt|1|3|0110287|By mistake I took a book from the library which was not supposed á to be loaned out.|1|
11029|1|1|29|2|32|1|2|4|4|1|1|4|3|2|2|0|0|2|0|1|0|0|0|2|1|1|2|1|4|4|1|2|2|3|0|joy|3|2|0110291|When I won an unexpected sum of money.|1|
11029|1|1|29|2|32|1|2|4|4|1|2|4|4|4|4|0|1|3|0|0|0|1|2|1|1|3|0|1|0|5|3|1|1|0|0|fear|4|4|0110292|My 2 year old daughter disappeared in a moment of inattention; I á was responsible for her.|1|
11029|1|1|29|2|32|1|2|4|4|1|3|3|1|3|3|0|2|0|0|0|0|0|0|3|2|3|2|3|2|3|1|1|1|0|0|anger|1|3|0110293|A colleague asked me for some advice and as he did not have á enough confidence in me he asked a third person.|1|
11029|1|1|29|2|32|1|2|4|4|1|4|4|3|4|0|1|0|1|1|1|0|0|0|3|2|2|3|1|0|3|1|1|2|0|1|sadness|3|4|0110294|I wanted to be pregnant and did not succeed, so I was depressed    á at every menstruation.|1|
11029|1|1|29|2|32|1|2|4|4|1|5|2|1|4|1|2|0|0|0|0|0|0|0|3|1|3|2|0|3|4|1|2|1|0|2|disgust|1|4|0110295|In a warm bus full of people, someone vomited and the whole bus á stank.|1|
11029|1|1|29|2|32|1|2|4|4|1|6|3|3|4|3|0|1|0|1|0|0|0|0|2|1|3|2|2|0|1|3|1|1|0|0|shame|3|4|0110296|I complained about a colleague's behaviour as she goes back on á her word, is often absent and is irresponsible.  I found out that á she was an alcoholic and was trying to fight againt her á addiction.|1|
11029|1|1|29|2|32|1|2|4|4|1|7|2|4|4|2|1|2|0|0|0|0|0|1|3|1|3|0|2|0|1|2|1|2|0|1|guilt|4|4|0110297|I spoke to my mother on the phone.  She had skin cancer and was á waiting to be operated.  I forgot to ask her the date of the á operation and just before finishing our conversation she gave me á the date in passing. |1|
11030|1|1|30|2|25|8|2|7|1|1|1|3|4|4|0|0|1|1|1|1|0|0|0|1|1|1|2|1|0|1|1|3|3|0|0|joy|4|4|0110301|When I was at a party I met an old friend from an adult á education course.  We had not met for 2 years but had both thought á a lot about each other.  A wonderful experience.á |1|
11030|1|1|30|2|25|8|2|7|1|1|2|4|3|4|2|1|0|0|1|0|0|0|0|3|1|3|0|3|1|2|1|1|0|0|1|fear|3|4|0110302|When I was cycling through the park late one night, two people á jumped out of the woods and tried to stop me.  There were á shouting something at the same time.|1|
11030|1|1|30|2|25|8|2|7|1|1|3|3|4|4|0|0|0|2|0|0|1|1|1|2|2|3|1|3|2|5|1|1|1|0|1|anger|4|4|0110303|When close relatives tried to dissuade me from studying á Psychology because of its low status.|1|
11030|1|1|30|2|25|8|2|7|1|1|4|3|3|4|0|0|0|1|1|0|0|0|1|3|2|3|3|2|0|2|1|1|2|1|0|sadness|3|4|0110304|I had a long discussion on politics with an acquaintance.  He á was more knowledgeable than me and I failed to explain my point á of view and was misunderstood so I felt depressed and left.|1|
11030|1|1|30|2|25|8|2|7|1|1|5|2|3|4|0|1|0|0|0|0|0|0|1|1|0|3|0|3|3|4|3|0|0|0|1|disgust|3|4|0110305|When I read a newspaper article on a young girl who had been á raped and assaulted one night by several men when she was unconscious.|1|
11030|1|1|30|2|25|8|2|7|1|1|6|4|4|4|2|1|2|1|1|0|0|0|0|3|2|3|3|3|2|2|1|1|1|0|1|shame|4|4|0110306|My mother revealed personal details about me and the á negative aspects of my character to other people when I was á present but unable to defend myself.|1|
11030|1|1|30|2|25|8|2|7|1|1|7|4|4|4|1|1|2|1|1|0|1|0|0|3|2|2|3|2|1|5|1|1|1|0|2|guilt|4|4|0110307|I was unfaithful to my partner once when he was working abroad á for a long period.|1|
11031|1|1|31|2|20|1|1|8|8|1|1|1|4|2|1|0|2|1|1|1|0|0|0|1|3|1|1|1|1|5|1|3|3|3|0|joy|4|2|0110311|When I recently got an appartment in central Gottenburg.|1|
11031|1|1|31|2|20|1|1|8|8|1|2|1|1|2|1|0|1|1|0|0|0|0|1|2|1|3|0|2|4|5|0|2|0|0|0|fear|1|2|0110312|When I saw a large spider crawling up the wall.|1|
11031|1|1|31|2|20|1|1|8|8|1|3|3|4|3|1|1|1|1|0|0|0|0|1|2|1|3|2|1|3|5|0|3|3|1|1|anger|4|3|0110313|My employer took too many aspirins for a bad back and also drank á an enormous amount of spirit.  This was dangerous  and he did á not understand that he had done anything wrong.|1|
11031|1|1|31|2|20|1|1|8|8|1|4|3|4|4|0|2|0|3|1|1|1|0|0|2|3|3|1|1|1|5|1|3|2|1|3|sadness|4|4|0110314|When I left New York, and all my family and my friends behind me.|1|
11031|1|1|31|2|20|1|1|8|8|1|5|4|4|3|0|2|0|1|1|0|1|0|0|3|1|3|0|1|2|3|2|1|1|0|3|disgust|4|3|0110315|When I slept with a guy because my best friend wanted me to.  á He had never had intercourse with anyone and had a terrible á complex about it.|1|
11031|1|1|31|2|20|1|1|8|8|1|6|3|4|3|2|2|2|3|1|0|1|0|0|1|2|3|2|1|2|5|3|1|1|0|3|shame|4|3|0110316|When I dated a close girlfriend's boyfriend a few times. He told á me that it was over between them and I accepted it.  When she á found out she finished our friendship.|1|
11031|1|1|31|2|20|1|1|8|8|1|7|4|4|2|0|2|2|2|1|1|1|0|0|2|3|3|1|2|1|5|2|3|1|3|3|guilt|4|2|0110317|When I broke off with my boyfriend after three years.  It was á quite unexpected for him and there was no particular reason for á the break up, such as someone else.|1|
11032|1|1|32|2|25|1|1|6|1|1|1|1|3|4|0|0|1|1|0|1|0|0|0|1|0|1|1|1|2|4|1|3|3|3|0|joy|3|4|0110321|When my son returned from mountaineering - healthy in body and á soul.|1|
11032|1|1|32|2|25|1|1|6|1|1|2|1|4|4|0|0|1|0|0|0|0|0|0|2|0|2|2|2|1|5|1|2|2|0|0|fear|4|4|0110322|When one meets new people with whom one is forced to collaborate á with.|1|
11032|1|1|32|2|25|1|1|6|1|1|3|1|2|2|0|0|1|0|0|0|0|0|0|1|2|3|3|3|3|1|2|0|1|1|0|anger|2|2|0110323|The sports fishermen who catch gulls instead of fish with their hooks. á   It is often a mistake but it makes me angry.|1|
11032|1|1|32|2|25|1|1|6|1|1|4|2|3|2|0|0|1|1|0|0|0|0|0|2|2|3|2|2|0|1|2|2|2|0|0|sadness|3|2|0110324|I feel sad about an event I can not influence.|1|
11032|1|1|32|2|25|1|1|6|1|1|5|1|1|1|0|0|1|1|0|0|0|0|1|1|1|3|2|3|4|5|2|2|2|0|0|disgust|1|1|0110325|When a member of the family complains about the food that is á served, it disgusts me.|1|
11032|1|1|32|2|25|1|1|6|1|1|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|shame|0|0|0110326|[ Cannot recall any incident when I felt shame.]|1|
11032|1|1|32|2|25|1|1|6|1|1|7|3|4|3|0|0|1|0|0|0|0|0|0|2|0|2|2|2|1|5|1|2|2|1|0|guilt|4|3|0110327|I have chosen to put my son in a private school were the á examination marks are low.  Every time that he gives me his term á results I am left with a sense of guilt.|1|
11033|1|1|33|2|27|1|2|5|6|1|1|3|4|2|0|0|1|1|0|1|0|0|0|1|2|1|1|1|0|4|0|3|0|3|0|joy|4|2|0110331|When I was informed that I had been accepted as a student of á Psychology.|1|
11033|1|1|33|2|27|1|2|5|6|1|2|4|4|3|4|2|2|2|1|0|0|0|0|2|1|3|0|1|4|1|1|0|0|1|2|fear|4|3|0110332|When I was in a little fishing boat and we ran into hard weather á in the open sea.|1|
11033|1|1|33|2|27|1|2|5|6|1|3|4|4|4|4|1|2|5|1|0|1|1|2|1|1|3|3|1|2|1|1|1|1|3|2|anger|4|4|0110333|When I found out that the guy I was dating at a particular time á had a steady relationship going on with someone else for a long á time.|1|
11033|1|1|33|2|27|1|2|5|6|1|4|3|4|4|0|1|1|1|0|0|1|0|0|1|1|3|0|1|4|1|1|2|0|2|2|sadness|4|4|0110334|I felt sad and depressed when I heard that our cat had died.|1|
11033|1|1|33|2|27|1|2|5|6|1|5|4|2|3|0|1|1|3|1|0|0|0|1|2|1|3|2|1|3|3|3|2|1|2|1|disgust|2|3|0110335|When I was working as a nurse in a mental hospital, a patient ate á up the contents of another patient's spitoon.|1|
11033|1|1|33|2|27|1|2|5|6|1|6|4|4|3|4|2|1|2|1|0|1|0|0|1|1|3|0|1|1|1|1|1|1|1|3|shame|4|3|0110336|At primary school, when I vomited in front of others in the middle  á of a lesson.|1|
11033|1|1|33|2|27|1|2|5|6|1|7|4|2|2|0|0|1|1|0|0|1|0|0|1|1|3|0|1|1|5|2|2|2|0|1|guilt|2|2|0110337|I arrived an hour late for an important meeting ( I had á misunderstood the time).|1|
11034|1|1|34|2|31|1|1|7|6|1|1|3|4|3|0|0|1|1|0|1|0|0|0|2|1|1|1|0|0|0|3|3|3|1|0|joy|4|3|0110341|When I was acceptted as a student of psychology.|1|
11034|1|1|34|2|31|1|1|7|6|1|2|2|1|4|1|0|1|0|1|0|0|0|0|3|1|3|0|0|0|3|0|2|2|0|0|fear|1|4|0110342|When my son has a pain in his leg (for no apparent reason).  |1|
11034|1|1|34|2|31|1|1|7|6|1|3|2|3|4|1|1|0|1|1|0|0|1|0|1|2|3|2|3|3|1|3|1|1|3|1|anger|3|4|0110343|When, after a week at school, a teacher sent a note home saying á that my son was inattentive and unable to do his lessons.|1|
11034|1|1|34|2|31|1|1|7|6|1|4|3|4|4|0|0|1|1|1|0|1|0|0|2|1|3|3|2|3|1|2|1|1|3|1|sadness|4|4|0110344|When I thought that it was going to be impossible for me to start á studying (due to wrong information from the student advisor).|1|
11034|1|1|34|2|31|1|1|7|6|1|5|3|1|2|0|1|0|0|1|0|0|0|0|3|2|3|0|0|2|4|2|2|1|0|1|disgust|1|2|0110345|At a certain person's lack of cleanliness, at home and á personally.|1|
11034|1|1|34|2|31|1|1|7|6|1|6|2|1|1|0|0|2|1|0|0|0|0|1|3|1|3|2|1|1|4|2|1|1|3|0|shame|1|1|0110346|When I made the same mistake that I had accused someone else of, and á this was obvious to a third pereson.|1|
11034|1|1|34|2|31|1|1|7|6|1|7|4|3|4|0|0|0|2|0|0|0|0|2|2|1|3|0|0|1|1|3|1|1|0|0|guilt|3|4|0110347|When I lost something that was valuable to my sister.|1|
11035|1|1|35|1|32|1|2|8|6|1|1|4|4|3|0|0|1|1|0|1|0|0|0|2|3|1|2|1|1|4|1|3|3|0|0|joy|4|3|0110351|When my son was born.|1|
